shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
1,http://emalls.ir/src/shop-default.svg,لوتوس کامپیوتر,https://emalls.ir//Shop/47913/,47913,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~47913,در حال همکاری با ایمالز,حمید رمضانی مقدم,۰۵۶۳۲۸۲۱۳۶۲,پهن کوچه - خیابان 12 متری پهن کوچه - بلوار شهید بهشتی جنوبی - پلاک : 58.0 - طبقه : همکف,hamid [dot] tbs [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989981462218,https://instagram.com/lotus.computer",چهارشنبه ۳ بهمن,2025-01-22 08:45:49.712281+00:00,خراسان جنوبی - طبس,5 ماه و 28 روز,https://lotus-computer.ir/,دارد (یک ستاره) معتبر تا 1 سال و 6 ماه,
1,http://emalls.ir//files/shoplogo/mvmr1u13xtzrv7y7dymvy17y00uwsobrjhas178kon7bqnbxx8[medium].png,لوازم خانگی کیان,https://emalls.ir//Shop/42037/,42037,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42037,در حال همکاری با ایمالز,مهدی عسکری,۰۲۱۵۵۱۰۴۸۱۱,شهرک وصال، خیابان وصال، کوچه نیلوفر چهارم ، پلاک: 3.0، طبقه: 3، واحد: 6,eng [dot] m [dot] askary136 [at] gmail [dot] com,بدون امتیاز,https://t.me/engma,چهارشنبه ۳ بهمن,2025-01-22 08:45:50.583538+00:00,تهران - تهران,10 ماه و 24 روز,https://kiyanhome.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 روز,
1,http://emalls.ir/src/shop-default.svg,معین سنتر,https://emalls.ir//Shop/46033/,46033,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46033,در حال همکاری با ایمالز,محمدرضا یوسفی,۰۳۵۳۶۲۷۶۰۱۵,امامزاده - کوچه وزیری [26] - خیابان قیام - پلاک : -362.0 - طبقه : همکف,admin [at] moeincenter [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989136088423,چهارشنبه ۳ بهمن,2025-01-22 08:45:50.991391+00:00,یزد - یزد,7 ماه و 10 روز,https://moeincenter.com/,دارد (یک ستاره) معتبر تا 1 سال و 3 ماه,
1,http://emalls.ir/src/shop-default.svg,شهر تبلیغات خورشید,https://emalls.ir//Shop/33389/,33389,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~33389,در حال همکاری با ایمالز,سیدعلی علوی زاده خوزستانی,۰۳۱۴۵۸۴۹۸۳۱,شهرک سیمرغ، بلوار شهیدان ناجی، بلوار دانشگاه، پلاک: 9.0، رز، طبقه: همکف،,khurshidadv3570[at]gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 08:45:51.737591+00:00,اصفهان - خورزوق,1 سال و 8 ماه و 20 روز,https://khurshid-adv.ir/,دارد (یک ستاره) معتبر تا 6 ماه و 25 روز,
1,http://emalls.ir//files/shoplogo/zjoqx8lwh6ek4v2v4hmzsjnlki0om2qe8tez5ua6s3v30650xm[medium].png,شهرصندل,https://emalls.ir//Shop/29243/,29243,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~29243,در حال همکاری با ایمالز,محمدرضا سمنانی,۰۱۷۳۲۳۲۴۱۵۱,گرگان، خیابان ولیعصر، کوچه عدالت ۱۴ (ابتدا )، ساختمان فارابی (فروشگاه کیف وکفش شهرصندل-سمنانی)، پلاک ۵، طبقه همکف,shahresandalshop [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 08:45:52.518528+00:00,گلستان - گرگان,2 سال و 3 ماه و 11 روز,https://shahresandal.com/,دارد (یک ستاره),
1,http://emalls.ir/src/shop-default.svg,وکوشاپ,https://emalls.ir//Shop/42772/,42772,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42772,در حال همکاری با ایمالز,امیرحسین موسویان ,۰۴۱۳۵۲۵۳۴۷۴,شمس تبریزی، کوچه شهیدمستقیم نوروزی [صرافان]، بن بست آیت الله غروی، پلاک: 44.0، غدیر، طبقه: 3، واحد: غربی,WOKCOSHOP [at] GMAIL [dot] COM,بدون امتیاز,"https://web.whatsapp.com/send?phone=989144327209,https://instagram.com/Wokcoshop",چهارشنبه ۳ بهمن,2025-01-22 08:45:52.809824+00:00,آذربایجان شرقی - تبریز,9 ماه و 24 روز,https://wokcoshop.ir/,دارد (یک ستاره),
1,http://emalls.ir//files/shoplogo/xce1q60m2thdxhktzdbrcistoddhc0m85p1vrdygowcrlicuay[medium].png,پرسی مارت,https://emalls.ir//Shop/20228/,20228,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20228,در حال همکاری با ایمالز,مسعود رفعتی,۰۵۱۳۶۰۴۵۹۲۲,شهید فرامرز عباسی 32 - پلاک 484 - طبقه اول,info [at] persimart [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989364075007,https://instagram.com/persimart",چهارشنبه ۳ بهمن,2025-01-22 08:45:53.556801+00:00,خراسان رضوی - مشهد,3 سال و 6 ماه و 14 روز,http://persimart.com/,دارد (یک ستاره),
1,http://emalls.ir//files/shoplogo/uzv1uz70o7typcz5i4u2f8oqys6p3lclgilukwc1y70goghq71[medium].jpg,های گارد,https://emalls.ir//Shop/41416/,41416,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~41416,در حال همکاری با ایمالز,علی اصغر قاسمی,۰۵۱۹۱۰۱۱۰۲۹,محله: امیرمسعود شمالی، خیابان سیدجماالدین اسدآبادی، خیابان عطاملک شمالی، پلاک: 14.0، طبقه: همکف، واحد: 0,ghassemi [dot] pc [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 08:45:53.843217+00:00,خراسان رضوی - سبزوار,11 ماه و 15 روز,https://higard.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 روز,
1,http://emalls.ir/src/shop-default.svg,رادین توی,https://emalls.ir//Shop/47914/,47914,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~47914,در حال همکاری با ایمالز,رضا عباسزاده,۰۳۱۳۳۲۴۵۰۴۵,شهر : اصفهان - محله : کوثر - کوچه ((فرعی 2)) - کوچه فجر 6 - پلاک : 16.0 - طبقه : 3,reza13136575 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 08:45:54.120108+00:00,اصفهان - اصفهان,5 ماه و 28 روز,https://radintoy.com/,دارد (یک ستاره) معتبر تا 4 ماه و 6 روز,
1,http://emalls.ir//files/shoplogo/minng2rpbmxtpqxv1kvt7rep5vyd0nlj2irwxfbyhrguu7rzep[medium].png,امیر کالا,https://emalls.ir//Shop/42038/,42038,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42038,در حال همکاری با ایمالز, نسترن مشایخی عباس آباد,۰۲۱۵۵۰۵۰۷۶۲,نازی اباد خیابان اکبر مشهدی کوچه اوجانی پلاک ۲۶ واحد۲,info [at] amirkala [dot] net,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 08:45:54.411007+00:00,تهران - تهران,10 ماه و 24 روز,https://amirkala.net/,دارد (یک ستاره) معتبر تا 10 ماه و 20 روز,
