shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
12,http://emalls.ir/src/shop-default.svg,گلدشاپ,https://emalls.ir//Shop/103/,103,اینترنتی,,,عدم همکاری با ایمالز,کیوان امیری,۰۲۱-۳۳۹۷۹۰۰ _ ۳۳۹۷۷۹۱۲,ایران-خ ناصر خسرو-کوچه مروی-بازار رضا-طبقه2-پلاک81,info [at] gold-shop [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:09.132180+00:00,تهران - تهران,--,http://gold-shop.ir/,دارد (یک ستاره),
9,http://emalls.ir/src/shop-default.svg,گلبرگ سنتر,https://emalls.ir//Shop/47382/,47382,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,Hassan Samani Nia,۰۹۰۲۳۵۱۷۰۴۱,,star [dot] h [dot] ch [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989023517041,چهارشنبه ۳ بهمن,2025-01-22 17:11:09.239582+00:00,,6 ماه و 8 روز,https://golbarg-center.com/,,
10,http://emalls.ir//files/shoplogo/6x7abifknai72trud4bpmv71kau0qssq1z1vixsj0v4jd0erjp[medium].png,قرمز استوک,https://emalls.ir//Shop/17994/,17994,اینترنتی,,,عدم همکاری با ایمالز,امین توکلی,۰۲۱۹۱۰۱۵۷۹۵,"کرمان کرمان محله خورشید، خیابان خورشید، ساختمان قرمزاستوک
",ghermezstock [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:09.338315+00:00,کرمان - کرمان,--,http://ghermezstock.com/,دارد (یک ستاره),
12,http://emalls.ir/files/shoplogo/102[medium].jpg,رایان نوآور,https://emalls.ir//Shop/102/,102,اینترنتی,,,قطع همکاری با ایمالز,کامبیز کوچکی,۰۲۱-۶۶۴۹۹۲۹۸,تهران -چهارراه ولیعصر-جنب بازار رضا,k [dot] koocheki [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:09.435383+00:00,تهران - تهران,--,http://rayan-noavar.com/,ندارد,
12,http://emalls.ir//files/shoplogo/s6e1vqzhgg2u071tta1jqledc01ly55tfvia6pkv87k4ubpgqo[medium].png,اولدوز شاپ ,https://emalls.ir//Shop/26933/,26933,اینترنتی,,,عدم همکاری با ایمالز,قاسم زارعی ,۰۲۱۵۵۶۱۷۰۵۱,تهران-بازار بزرگ-چهارسوق بزرگ کوچه کویتیها پاساژ حمید طبقه زیرین پلاک ۱۹ ,ULDUZSHOP2515 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:09.542837+00:00,تهران - تهران,--,https://ulduzshop.com/,دارد (یک ستاره),
6,http://emalls.ir/src/shop-default.svg,فروش برنج تیم بینج,https://emalls.ir//Shop/23404/,23404,اینترنتی,,,عدم همکاری با ایمالز,عابدین امانی,۰۹۱۲۹۳۳۹۲۵۷,خ ازادی حاجی باغ وحدت هشت ,alivalizade [dot] t [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:12.503358+00:00,مازندران - محمودآباد,--,https://timbinj.com/,دارد (یک ستاره),
7,http://emalls.ir//files/shoplogo/sskznrb4zd54olkr604lnmbd6sjxr7xrqp74qlvoz7f0u4mcx2[medium].png,ممتازکالا,https://emalls.ir//Shop/22254/,22254,اینترنتی,,,قطع همکاری با ایمالز,سعید رسول پور,۰۲۱۲۸۴۲۹۸۷۵,تهرانپارس، خیابان شهید مهران سجده ای شمالی(125)، خیابان شهید رضا ضرغامی (194شرقی)، پلاک: 84.0، طبقه: اول،,admin [at] momtazkala [dot] co,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:13.247858+00:00,تهران - تهران,--,http://momtazkala.co/,ندارد,
12,http://emalls.ir//files/shoplogo/06k7khz01a7lu78za7461fi70yn5mro1un5k0ntiudwmjnee72[medium].png,پراز تخفیف,https://emalls.ir//Shop/29746/,29746,اینترنتی,,,قطع همکاری با ایمالز,مسعود پناهی فر, ۰۲۱۵۶۹۵۷۱۵۸,پرند فاز 6 شهرک سلام ، خیابان ( تندیس غربی )، خیابان ( تمدن غربی )، پلاک: 0.0، هسا 1، بلوک 20 ورودی شرقی، طبقه: 2، واحد: 18،,m [dot] panahifar1400 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:15.685473+00:00,تهران - رباط‌کریم,--,https://poraztakhfif.com/,دارد (صفر ستاره),
9,http://emalls.ir/src/shop-default.svg,هیلاشاپ,https://emalls.ir//Shop/45819/,45819,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مهری عسگری,۰۲۱۸۸۵۱۸۱۴۶,محله: مجیدیه شمالی، خیابان شهید استاد حسن بنا، کوچه شهید کریم زارعی، پلاک: 41.0، طبقه: 1، واحد: شرقی,info [at] hiillashop [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:16.421621+00:00,تهران - تهران,7 ماه و 15 روز,https://hiillashop.com/,دارد (یک ستاره) معتبر تا 10 ماه و 26 روز,
12,http://emalls.ir//files/shoplogo/4jl7yngfbxc4occrfhp2jvg0xipl6w88qre68ed2an5uarcain[medium].png,آوات چرم,https://emalls.ir//Shop/30755/,30755,اینترنتی,,,عدم همکاری با ایمالز,حامد سیف,۰۹۱۸۶۸۵۸۰۰۳,کارمندان، کوچه فرامرز محمودیان، خیابان (سیمان غرب)، پلاک: 20.0، ساختمان دنج3، طبقه: اول، واحد: 2,hamed [dot] safe95 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:17.280442+00:00,کرمانشاه - کرمانشاه,--,https://awatleather.ir/,دارد (یک ستاره),
9,http://emalls.ir/src/shop-default.svg,ویتامو,https://emalls.ir//Shop/20686/,20686,اینترنتی,,,قطع همکاری با ایمالز,هادی زناتی,۰۴۱۳۵۵۷۰۴۵۶,تبریز - شریعتی جنوبی - بارون آواک - رو به روی کافه لئو - پلاک 55 - طبقه 3,hadizonnati [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:18.185085+00:00,آذربایجان شرقی - تبریز,--,https://vitamo.ir/,دارد (یک ستاره),
12,http://emalls.ir//files/shoplogo/w5ci3oafg4d1w4at441vfyn0dtpphs8efuyxhyxc7237h21k74[medium].png,دیجی رسام,https://emalls.ir//Shop/29747/,29747,اینترنتی,0468082076,,قطع همکاری با ایمالز,نجمه خاتون مکاریان,۰۹۱۵۸۸۰۰۴۸۶,محله: بهشت، خیابان بهشت [احمدآباد 3]، بلوار احمد آباد، پلاک: 0.0، تجاری بهزاد، طبقه: 4، واحد: 24,aqanavidi466 [at] gmail [dot] com,۱,,چهارشنبه ۳ بهمن,2025-01-22 17:11:18.928017+00:00,خراسان رضوی - مشهد,--,https://digirasam.com/,دارد (یک ستاره),
9,http://emalls.ir//files/shoplogo/w7wuhzygg0ijn03fz1gnr26ug3mjzb55rxq3whhvgzjugo2kwj[medium].jpg,طبیعت شاپ,https://emalls.ir//Shop/19983/,19983,اینترنتی,,,عدم همکاری با ایمالز,احمدفیلی,۲۴۸۱۲-۲۲۴۰,میرداماد خ بهروز-کوچه ششم-پلاک3,feili [at] tezlabs [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:19.459040+00:00,تهران - تهران,--,https://www.tabiatshop.com/,دارد (یک ستاره) معتبر تا 5 ماه و 11 روز,
8,http://emalls.ir//files/shoplogo/5z6qoun7fhjmq35m8ezjrfi2ilg04gntwymg06fyvtf3n86gds[medium].jpg,آریانور,https://emalls.ir//Shop/3806/,3806,اینترنتی,,,عدم همکاری با ایمالز,میثاق آگنج,۰۲۱۳۳۹۴۰۳۱۷,"تهران اندیشه تهران- البرز-اندیشه فاز2 خیابان مریم - مریم 6- پ19
",somo [dot] misagh [at] gmail [dot] com	,۱,,چهارشنبه ۳ بهمن,2025-01-22 17:11:20.312569+00:00,تهران - تهران,--,http://aryanor.com/,دارد (یک ستاره) معتبر تا 7 ماه و 1 روز,
6,http://emalls.ir//files/shoplogo/dzuolzo2qp8e5ic03kmfcjk22novz2kxhfcnjxc44zy62jvfxd[medium].png,ابزارچک,https://emalls.ir//Shop/21847/,21847,اینترنتی,,,عدم همکاری با ایمالز,الهام مسجدي,۰۱۳۳۳۴۲۵۰۱۵,محله دروازه لاکان ، بلوار شهدای مدافع حرم ، بن بست امینی ، پلاک 0 ، طبقه منفی 1,kamyar6208 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 17:11:20.786219+00:00,گیلان - رشت,--,http://abzarcheck.com/,دارد (یک ستاره) معتبر تا 8 ماه و 17 روز,
